PoK Podcast Link	Contributor	Verifier	Verified
Shrividhya												
												
												
Muni												
What happens when the seeker does not have required qualities and still tries to practice?	The practices will not be in the right direction and the seeker will be lost and cause self harm	Makes some progress on the spiritual path.	It is a total waste of time and effort.	Seeker develops the qualities because of whatever practice s/he does.	Achieves material success. 	Seeker reaches the spiritual goal still.	Intense desire for knowledge, liberation, and also curiosity are required for a spiritual seeker. If these are not present, it's unlikely that a seeker will even find the Path of Knowledge to begin with. If they do begin the path, interest will be lost quickly without these skills. Further, if they do not develop the secondary qualities of critical thinking or attention, progress will be halted and they will likely revert back to old habits such as believing blind beliefs and will not use their direct experience and logic to acquire knowledge.	https://oormi.in/pokp/program.php?vid=3&user=Guest&step=2#vidcontent		Muni	Nick	Verified
When we get knowledge, what do we get essentially?	We don't get anything, all ignorance is dropped 	We realize how to be successful in the world.	We get knowledge of various spiritual paths. 	We get knowledge about ourself and the world.	We get increased Awareness	We get bliss and happiness	In the Path of Knowledge, knowledge is defined as an organization of Experiences within the Memory. The knowledge we seek on the PoK is subtractive, that is, it removes our blind beliefs and ignorance, bringing us to our essence. Bliss, happiness, freedom, arise naturally from this.	https://oormi.in/pokp/program.php?vid=4&user=Guest&step=2#vidcontent		Muni	Nick	Verified
Why is a guru not a valid means of knowledge? Why do we still need a guru?	Guru will provide information which still needs to be validated by seeker through his own experience. 	Guru is a valid means of knowledge.	Guru is not a valid means of knowledge because we do not know whether he is trustworthy or not. We still need him to share practices with us. 	Knowledge is received through scriptures. We still need a Guru to interpret the scriptures for us. 	Guru is not a valid means because he is a person. We still need him because the tradition demands a Guru. 	Guru is not a valid means of knowledge and we do not need a Guru.	Everything other than direct experience and logic should be considered information, including the Guru. Information can point us to the knowledge but it is up to us to see for ourselves. It is important to critically appraise all information including that which comes from a Guru.	https://oormi.in/pokp/program.php?vid=5&user=Guest&step=2#vidcontent		Muni	Nick	Verified
Who is transformed by Self realisation?	Nobody is transformed. Transformation happens and there is freedom from the person.	The person.	Mind and body.	Nobody is transformed. 	Self realisation is a myth.	Soul	Self-realization is the recognition that we are not any thing that can be pointed to within our Experience, including the mind or body. We realize that we are pure subjectivity, or the Experiencer itself. Second, we see that the Experiencer can not be separate from the Experience. There can not be two. We see that we are the whole Existence. Ultimately, no person or individual is transformed. There was no person or individual to begin with, only oneness.	https://oormi.in/pokp/program.php?vid=15&user=Guest&step=2#vidcontent		Muni	Nick	Verified
What is nondual truth?	In non-duality there is oneness that embraces both truth and false. 	There is no false.	Everything is false.	Truth is supreme.	There is only one existence.	Experiencer and experience are the same.	Non-dual truth can not be expressed in words. We are the whole of the Existence, One. Silence is the only expression for this. The moment we attempt to describe Non-dual truth, we objectify it and duality arises.	https://oormi.in/pokp/program.php?vid=20&user=Guest&step=2#vidcontent		Muni	Nick	Verified
What is memory?	A pattern of vibrations which can take on form of other patterns. It "Stores" the incoming change and can be "Played back" later.	Memory is humans ability to recall something	Memory is storage space in human brain	Experiences are memory	Memory is not a thing, it is the Experiencer appearing as a form so that it can Experience itself in many forms.	Memory is a function of the brain which stores the incoming vibrations as a formatted sensory input	In the realm of Experience, the fundamental building block is vibration, a simple binary state change. There is also a tendency towards survival or reduction of disorder. These vibrations superimpose and self-perpetuate. Eventually, vibrational patterns arise that can take on incoming vibrations and can "replay" the incoming patterns. This is called Memory. Memory can then build more complex structures that filter incoming data for the benefit of the structure, these are called the senses. Remember that this explanation is firmly in the realm of "illusion" or the Experience and can not be said to be True based on our criteria for truth. It is a model to explain the Experience.	https://oormi.in/pokp/program.php?vid=23&user=Guest&step=2#vidcontent		Pandurang 	Nick	Verified
What is the difference between waking, dreaming and projected states?	Essentially they are the same but the experiences in each can be different. Operating senses in each state are different.	Waking is real but dreaming is unreal. Projected is also unreal.	Realisation is possible in waking and not in dreaming or projected.	Dreaming is in lower layer and waking in higher layer	The brain waves are vibrating at various patterns which produce a specific state.	The Experiencer is different in each state depending on the particular senses that are aquired in that state.	Once we have the knowledge that we are the Experiencer of all Experiences and that we are actually the whole Existence itself, we see that there is fundamental difference between waking, dreaming, or projected. Experiences arise there which will change. The Experiences will be witnessed by You, the Experiencer. We take the waking state to be "real" and the other states to be false simply due to the appearance of stability and our familiarity with our stable, 5 senses. Change is slower in the waking state compared to the other states. Other states may also have different senses compared to the waking state senses.	https://oormi.in/pokp/program.php?vid=36&user=Guest&step=2#vidcontent		Pandurang 	Nick	Verified
Which layers are needed for awareness?	Higher layers that go beyond intellect, as well as all of the lower layers.	Layers are not needed.	Refined emotional layers can give one the experience of awareness	Experience of oneness	Layer where one experiences love	Layer of intellect	In order for Awareness to arise, which is the knowledge that "I Am the Experiencer", "this Experience is illusory", or "I Am this Existence" we must go beyond intellect and at the same time we must also have all of the lower layers in working order. For example, if the most basic survival needs are not met, this entity will be searching for food or shelter, rather than inquiring about the nature of it's existence. Intellect and critical thinking allows us to investigate until the light of Awareness is known directly but again, will not arise until all lower layers are adequately tended to.	https://oormi.in/pokp/program.php?vid=29&user=Guest&step=2#vidcontent		Muni	Nick	Verified
How to go beyond the illusion?	You are already beyond the illusion right now. 	Through meditation.	Through grace of Guru.	By understanding the illusion.	By gaining knowledge.	By dropping ignorance.	No action will take one beyond the illusion, it is a recognition which is here and now that shows you are already beyond the illusion. You are the Experiencer of the illusion and ultimately the Existence itself	https://oormi.in/pokp/program.php?vid=15&user=Guest&step=2#vidcontent		Muni	Nick	Verified
How can the limited know the unlimited?	Limited cannot know the unlimited.	By becoming the unlimited.	Through realisation.	By dropping the mind.	Through special senses.	Through refined intelligence.	Knowing implies that something was experienced and logically organized in the memory. In order for something to be known, it must be formatted by the senses in such a way that it is useful and logical. Thus, we perceive Experience to be limited because it relies on the limits of the senses. By definition, the limited can never "know" the unlimited because the unlimited can not be limited. If we could ever know the unlimited it will become limited. Therefore, we can only be the unlimited we can never know the unlimited.	https://oormi.in/pokp/program.php?vid=12&user=Guest&step=2#vidcontent		Muni	Nick	Verified
												
Nick												
What is the goal of the path of knowledge and what is gained here?	reduction of ignorance, nothing is gained	happiness and freedom, improvement in worldly interactions and relationships	freedom from suffering, knowledge of the existence	happiness and freedom, increased awareness	maintaining awareness at all times, attention and focus	destruction of the ego, knowledge of the existence	Although freedom, happiness, improvement in worldly interactions and relations, as well as increased attention and awareness can occur as side effects on the path of knowledge, these are not the goal. The goal is reduction of ignorance through the acquisition of knowledge. This is a subtractive path and nothing is gained.	https://oormi.in/pokp/program.php?vid=2&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
What is the universal truth which is accepted by everyone?	There is no universal truth accepted by everyone	Life is suffering	Our essence is unknowable	The origin of the universe is unknowable	Science is the key to explaining the universe	Ignorance is the cause of suffering	Truth is subjective and arbitrary. Everyone has a different criteria for truth. Truth is dependent upon the criteria which defines it. Therefore, there can not be a universal truth accepted by all. In the Path of Knowledge we define truth as that which is unchanging. All else is false, or illusion.	https://oormi.in/pokp/program.php?vid=7&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
What is the nature of the Existence?	Emptiness	Energy	Space	Sub atomic particles 	doesn't have nature	God	The Existence appears to have two aspects: that which is changing and that which is unchanging. The Experience which is ever changing and the Experiencer, which is unchanging. Essence is defined as the most fundamental, perfect, and unchanging component of a system. Therefore, the essence of the Existence is that which is unchanging, or the Experiencer. Going one step further, when we search to find exactly what this Experiencer is, we find nothing. When we look at the Experience we can not find any object which stands independently of the Experiencer. Therefore, we say that the essence of the Existence is emptiness.	https://oormi.in/pokp/program.php?vid=12&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Pandurang 	Muni	Verified
If it is not an object, how is the Experiencer known?	By being the Experiencer	Through logic and inference. If there is an experience, there must be an experiencer	Through progressive elimination of what is not me (Neti-Neti)	Through awareness practice	Through attention practice	Through direct experience in the waking, dreaming, and projected states	Although the Experiencer can be inferred, given that there is the appearance of objects and objects can not appear without an Experiencer, the only way to "know" the Experiencer is by being the Experiencer. Many practices, such as progressive elimination (neti-neti) and meditative practices can help one become the Experiencer but they are not required. Only reduction of ignorance is required to see that you are the Experiencer.	https://oormi.in/pokp/program.php?vid=14&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
When the Experiencer is without any qualities, why do we say it is blissful?	Bliss is the absence of all qualities, thus the Experiencer is bliss	Realizing the Experiencer causes joy and happiness for the person	It allows for a sense of oneness with all things	Through the Experiencer, we experience Nirvana	The Experiencer loves and accepts everything	Because the Experiencer is perfect in all ways	"Bliss is emptiness and emptiness is bliss". Bliss is the absence of happiness, sadness and all states of the mind. The Experiencer itself is Emptiness. Therefore the Experiencer is bliss. 	https://oormi.in/pokp/program.php?vid=14&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
If it is all Emptiness, how can things exist at all?	Through the potential of emptiness	Through atomic and molecular organization	There is nothing, there is no existence of anything	Through the senses and the mind	It is a creation of the Experiencer	Through the "big bang"	In the Path of Knowledge, emptiness does not mean that nothing exists at all, it means that nothing exists independently and that there is no essential substance which creates objects. At the most fundamental level, all we can say is that this emptiness has a potential to appear as illusory forms.   	https://oormi.in/pokp/program.php?vid=12&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
What is the evidence for Vibration?	The observation of change	There is no evidence, it's only a concept	Scientific experiments	In meditative states, the vibrations can be observed in the mind	Through direct observation via the five senses	Mathematical derivation	Change is the evidence for vibration.  We know by direct experience that all Experience is changing. The most basic change would be the root of all phenomenon. A change must have at least two states. Not less and not more. By necessity, the simplest change must have two states, which is called a binary change. We call this binary change a vibration. This is the basic building block of all Experience.	https://oormi.in/pokp/program.php?vid=22&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
The layered structure of memory is evolving, what happens to it in the end?	Dissolution	The Atman merges with the Brahman	Knowledge of the entire Existence	A higher intellect is achieved	Nirvana	Awakening or self-realization	Evolution of the layered structure of memory eventually leads to the dissolved layer, or the universal memory, which is not really a layer, but a container for all layers. Although awakening and liberation are part of the evolution of the layered memory, they are not the highest layer of the memory structure.	https://oormi.in/pokp/program.php?vid=29&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
After knowing my nondual nature, what should be my behaviour, how should I conduct my life? What is our goal here as a human being?	After realizing your nondual nature, you are free to do what you would like within the illusion. Minimalist lifestyle, the human goal is happiness and freedom	Helping others in need, human goal is to be compassionate to all beings	Fulfill all desires, the goal is fulfillment of desire	Ethics and conduct are relative, do nothing, the human goal is to maintain awareness at all times	Helping others in need, maintain awareness at all times	Act spontaneously, our goal is to abide in our true nature	After realizing your nondual nature, you are free to do what you would like within the illusion. There is nothing more to know and nothing more important than self-realization. We know that ignorance resulting from indoctrination and blind beliefs are what lead to suffering. A minimilist lifestyle without becoming enmeshed in the burdens of daily life will promote knowledge and the dropping of ignorance.	https://oormi.in/pokp/program.php?vid=16&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
What is unconditional love, how is it related to my true nature?	Oneness is unconditional love, and the Experiencer is not separate from the Experience and is Existence itself.	Unconditional love is loving no matter what, which is what the Experiencer does	Unconditional love is not possible, all love is conditional	Unconditional love is freedom and can be felt via self-realization	Unconditional love is oneness with all things, the Experiencer allows the person to love all things	Unconditional love is loving no matter what and can only be felt through the connection of the student and guru	Unconditional love is non-separation, oneness. When we realize our true nature, we know we are the Experiencer and thus we are the whole of the Existence. This is oneness. Therefore, we are not separate from anyone or anything in this existence. We are unconditional love.	https://oormi.in/pokp/program.php?vid=20&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-nqdnd-10a4407?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
												
												
Sandhya												
What is the difference between knowledge and truth?	Knowledge is organization and interrelation of experiences, truth is a categorization of experience.	There is no difference.	Knowledge is obtained via direct experience, truth is obtained via logic.	There is no difference, both remove ignorance.	Knowledge is subjective and arbitrary and truth is unchanging.	Knowledge is unchanging, truth removes ignorance.	In the PoK we define knowledge as an organization or interrelation of experience within the memory. Truth is arbitrary and subjective. It depends on the definition. In the PoK we define Truth as that which is not changing. Truth is thus a categorization of Experience. We categorize Experience as either changing (false) or unchanging (true).	https://oormi.in/pokp/program.php?vid=7&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
Can we get knowledge from scriptures or books?	No, knowledge is only obtained via direct experience and logic.	Yes, if you are in agreement with the author.	Yes, but only if they are from valid sources of knowledge, such as a Guru.	Yes, if the knowledge fits with our direct experience.	No, only the words directly from a Guru will allow for knowledge.	Yes, if the book removes ignorance.	Scriptures, books, Gurus, podcasts, and anything other than our direct experience and logic is considered information. Direct experience and logic are our only valid means of knowledge on the PoK. All else is considered information. Information can point us to knowledge but it is not the knowledge itself. 	https://oormi.in/pokp/program.php?vid=5&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
What is the difference between your true nature and nature of a rock?	There is no difference.	My true nature is emptiness, the rock's is unknown.	Both are potential.	My true nature is the Experiencer, the rock's is the Experience.	Vibrations are the true nature of both.	Potential is my true nature, the rock's is unknown.	Essence is defined as the most fundamental, unchanging building block. Anything that is changing can not be our Essence. We see that the only unchanging aspect of this Existence is the Experiencer. What is the Essence of the Experiencer? Nothing that can be pointed to directly, it has no characteristics. We also see that the Experiencer is the Existence itself. There is no difference between the Experiences or the Experiencer within this Existence. If the Essence of the Experiencer is Emptiness we must say that the Essence of the Existence is Emptiness. Thus, anything that arises within this Existence can be said to have the same Essence, or True Nature, and that is Emptiness.	https://oormi.in/pokp/program.php?vid=20&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
 Are you a body?	No, the body is an Experience.	No, but the Experiencer takes the form of a body.	No, but the body creates the Experiencer	I am the causal body, not the physical body	I am the physical body in this state but an astral body in the projected state	It can not be known if I am the body	In the PoK we define the Self, our True Nature, or Essence as that which is unchanging. We can see that the body is changing and impermanent, thus can not be our True Nature, Self, or Essence. We are the unchanging Experiencer of all changing Experiences. Thus, we are not the body. The body is an Experience. The same holds for the mind or ego.	https://oormi.in/pokp/program.php?vid=16&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
Where is the experiencer in this body?	There is no location of the Experiencer.	At the crown chakra	At the third eye chakra	At the heart center	It pervades the entire body	Within the pre-frontal cortex	Due to blind belief and lack of investigation, we falsely believe that the Experiencer arises within the body, usually somewhere in the head region. There is a sense of locality in this region which is beneficial for the survival of the organism. Although, when we look closely, we see that the Experiencer is non-local. If we can point to an object (such as our body) and say "that is the Experiencer", the Experiencer becomes the Experience. Where is the Experiencer? Always, "behind" the Experience. Thus, the Experiencer is not located in the body. It is non-local.	https://oormi.in/pokp/program.php?vid=13&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
 If I am the whole existence, and all experience is also existence why can't I know all the experiences?	The senses limit Experience	Lack of meditative skills and Siddhis	The brain does not allow for an experience of the whole	You can know all Experiences at once	The Experiencer can only view one Experience at a time	Lack of Awareness	In this question, the word "know" implies a knower and a known. In order for their to be a known, the whole or unlimited must be limited so that the knower has a tangible, orderly Experience which is impressed upon the memory. The senses are developed for the purpose of survival. They limit sensory input to that which is beneficial to the organism. Thus, the whole, or unlimited must, by definition, be limited to be known. This is why "we" with our limited senses and local memory can never have a tangible Experience of the whole Existence.	https://oormi.in/pokp/program.php?vid=12&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
What is the meaning of illusion?	Something that is not what it appears to be	A simulated reality	that which is a modified representation of the truth	the true aspect of the Existence	that which changes	that which is deceptive	Illusion is an appearance which is not what it actually is. In the PoK this is also known as Maya. Illusion is the closest word in English to Maya. Maya implies that there is actually nothing to the illusions that arise, there isn't anything "behind" the appearance which is real, only Emptiness. All Experience can be seen as illusory from the perspective of the Experiencer. 	https://oormi.in/pokp/program.php?vid=21&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
What is awareness?	Knowledge that I Am the Experiencer	Focus on a particular object	hypervigilance in all activities	the ability to note the arisings and passings of Experience	mindfulness	breath based meditation	Awareness is recollection that there is an Experiencer and that this Experience is illusory. It is not a meditative technique. Awareness is cutlivated by abiding as the Witness of all Experience. With time, eventually abiding will occur 24/7.	https://oormi.in/pokp/program.php?vid=17&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
How can we know the nondual nature of the existence?	It can not be known, we can only be the Existence.	Through the Guru's teachings	Through silencing of the mind	Through progressive elimination or "Neti Neti"	By attention and awareness practice	By witnessing the merging of the Experiencer and Experience	Knowing implies a "known" and a "knower". Knowing is a term that applies to duality. Thus, we can never know the nondual nature. We gain knowledge of the Self and recognize we are the Experiencer of all Experience. The next step is to see that the Experience is not separate from the Experiencer and thus we are the whole Existence. We can only be the Existence, the whole, or the Experience, we can never know it intellectually.	https://oormi.in/pokp/program.php?vid=20&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
How to be blissful always?	You are already blissful, always.	Through the Guru's grace	Through silencing of the mind	Through progressive elimination or "Neti Neti"	By attention and awareness practice	By witnessing the merging of the Experiencer and Experience	In the PoK bliss is defined as the absence of all emotional states. The Experiencer is free of suffering, sadness, excitement, happiness, and all other states which are subject to change. We therefore call it eternally blissful. When we see that we are the Experiencer, we realize we are blissful and will always be blissful.	https://oormi.in/pokp/program.php?vid=16&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-ctki5-10a8bcb?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Nick	Muni	Verified
												
Sushant												
What do we need to do on the path of knowledge to get knowledge?	Use direct experience and logic	Listen to the Guru	Read scriptures	Critically appraise the information that is given	Attention and awareness practices	Serve the Guru to get knowledge	Knowledge is defined as an organization of experience within the memory. Direct experience and logic are the only valid means of knowledge on the PoK. Ultimately, knowledge gained is subtractive, meaning it removes our blind beliefs and ignorance. In the end, nothing is gained on the PoK.	https://oormi.in/pokp/program.php?vid=5&user=Guest&step=2#vidcontent	https://www.podbean.com/media/share/pb-5i9vf-10d5a5f?utm_campaign=w_share_ep&utm_medium=dlink&utm_source=w_share	Muni	Nick	Verified
